,InocS_1,InocS_2,InocS_3,InocHypS_1,InocHypS_2,InocHypS_3,InocR_1,InocR_2,InocR_3
Eucgr.B00420.1,5,0,2,9,9,10,18,23,403
Eucgr.B00130.1,35,57,36,12,13,16,141,86,198
Eucgr.B03293.1,160,184,174,171,146,199,151,211,153
Eucgr.B01037.1,0,0,0,37,13,27,0,0,52
Eucgr.B00181.1,451,604,419,385,392,425,602,460,563
Eucgr.B02499.1,46,2,63,3,4,3,4,1,12
Eucgr.B03850.1,1097,1212,1021,1701,1371,1725,2149,1283,1629
Eucgr.B02823.1,2,3,2,11,2,9,5,2,9
Eucgr.B00982.1,0,0,0,0,0,0,0,0,0
Eucgr.B03503.1,0,2,0,1,0,0,0,0,0
Eucgr.B00347.1,1220,1580,1049,1044,762,1484,984,913,841
Eucgr.B00917.1,0,0,0,0,0,0,0,0,0
Eucgr.B03905.1,320,263,287,301,229,313,340,252,282
Eucgr.B02298.1,434,713,504,890,611,799,403,495,431
Eucgr.B03574.1,967,1277,1097,1923,1602,2119,1111,1573,1443
Eucgr.B00465.1,22,10,14,25,9,23,25,33,44
Eucgr.B00544.1,76,100,101,103,87,104,109,52,167
Eucgr.B00197.1,1,1,1,0,0,0,0,5,30
Eucgr.B01086.1,107,167,178,262,116,183,130,124,89
Eucgr.B02211.1,2144,2542,2458,2921,2111,3038,1831,1995,2402
Eucgr.B02637.1,2654,1386,1683,3389,3459,4667,5367,18487,5626
Eucgr.B02853.1,15,47,33,21,21,22,9,9,4
Eucgr.B01533.1,18,33,15,6,12,9,41,41,57
Eucgr.B00804.1,0,1,0,1,5,2,4,10,4
Eucgr.B02364.1,632,418,441,606,1151,981,267,785,153
Eucgr.B01878.1,2,1,3,3,1,0,0,0,0
Eucgr.B00517.1,0,0,0,0,0,0,0,0,0
Eucgr.B01527.1,257,362,278,397,280,338,222,292,267
Eucgr.B00794.1,0,0,0,0,0,0,0,0,12
Eucgr.B01227.1,237,270,233,296,229,325,297,274,287
Eucgr.B02029.1,668,356,542,278,409,414,861,626,646
Eucgr.B03817.1,252,128,198,118,200,96,165,352,355
Eucgr.B02857.1,101,46,45,119,120,131,39,213,226
Eucgr.B00873.1,0,0,0,0,0,0,0,0,0
Eucgr.B00748.1,49,82,43,152,183,206,158,181,194
Eucgr.B00527.1,534,705,559,697,562,680,714,771,607
Eucgr.B03881.1,0,0,0,0,0,0,1,0,0
Eucgr.B02247.1,140,145,107,129,228,176,281,170,237
Eucgr.B03178.1,11559,11569,12821,8518,8784,9753,10287,9802,6681
Eucgr.B02252.1,2238,3291,2245,2720,2601,2884,3040,2990,4095
Eucgr.B01403.1,0,0,0,0,0,0,0,0,0
Eucgr.B03980.1,361,302,364,305,276,457,355,308,370
Eucgr.B00458.1,312,169,211,86,82,137,96,70,184
Eucgr.B02279.1,1001,1052,1078,1023,774,1045,782,507,620
Eucgr.B02903.1,3,6,1,0,0,1,2,0,2
Eucgr.B03471.1,18,20,7,20,16,22,17,12,31
Eucgr.B03166.1,466,173,378,132,236,153,349,361,420
Eucgr.B01759.1,110,117,122,175,115,199,284,317,321
Eucgr.L00248.1,123,417,247,824,507,726,2,4,0
Eucgr.B02269.1,214,118,336,40,138,86,197,7,9
Eucgr.B02465.1,13,49,31,157,45,97,9,19,28
Eucgr.B00396.1,119,99,88,54,54,97,237,152,243
Eucgr.B03514.1,12,93,34,197,118,182,140,135,180
Eucgr.B02507.1,39,35,43,45,42,74,85,74,96
Eucgr.B00660.1,1001,1086,1016,818,576,897,1022,985,1252
Eucgr.B00486.1,0,0,0,0,0,0,0,0,0
Eucgr.B01829.1,44,35,67,19,138,313,53,23,27
Eucgr.B02547.1,17,14,16,17,6,14,37,15,19
Eucgr.B01816.1,16,5,7,2,0,2,4,13,17
Eucgr.B03234.1,812,1014,1040,717,616,954,670,655,853
Eucgr.B00761.1,0,0,5,1,8,0,11,16,4
Eucgr.B03418.1,587,620,486,632,464,618,521,385,487
Eucgr.B00401.1,317,386,341,25,23,26,182,560,273
Eucgr.B00171.1,7206,9642,8472,6726,7090,4078,146,339,663
Eucgr.B03486.1,559,1375,685,1296,859,1377,364,349,357
Eucgr.B00248.1,1764,2446,2106,2549,1817,2411,1651,1626,1896
Eucgr.B01750.1,35,32,24,42,30,29,16,17,7
Eucgr.B02598.1,5,10,2,16,3,7,12,18,15
Eucgr.B01152.1,15,14,16,42,8,46,236,537,614
Eucgr.B02198.1,190,37,192,130,135,145,52,144,105
Eucgr.B00490.1,172,287,190,245,192,240,389,436,279
Eucgr.B03564.1,133,188,126,193,145,172,141,174,215
Eucgr.B03584.1,51,22,20,20,14,31,40,18,38
Eucgr.B03355.1,743,3579,1440,3737,1937,3234,303,461,395
Eucgr.B02833.1,0,0,0,6,0,5,0,1,0
Eucgr.B01123.1,47,18,64,50,41,49,110,35,321
Eucgr.B01513.1,0,0,0,0,0,0,0,0,0
Eucgr.B02523.1,0,0,0,0,0,0,0,0,0
Eucgr.B01754.1,2,0,1,2,5,11,2,2,8
Eucgr.B00564.1,6,1,4,0,5,2,6,7,20
Eucgr.B03064.1,0,0,0,0,0,0,0,0,0
Eucgr.B02118.1,2347,2590,3208,2818,3144,3798,6496,4712,4207
Eucgr.B01797.1,3909,5802,4376,5979,4421,5673,3840,3151,4224
Eucgr.B03244.1,338,374,278,443,243,441,359,276,262
Eucgr.B00224.1,614,1347,916,1766,1218,1455,1062,491,533
Eucgr.B01964.1,20,10,12,12,21,12,50,56,59
Eucgr.B02431.1,3304,3731,3470,4587,3380,4527,3592,2506,2911
Eucgr.B01976.1,0,0,0,0,0,0,0,0,0
Eucgr.B03319.1,179,101,159,104,83,112,271,130,271
Eucgr.B02116.1,0,0,0,1,1,2,9,14,5
Eucgr.B03734.1,0,0,0,0,0,0,0,2,0
Eucgr.B00687.1,0,0,0,0,0,0,0,0,0
Eucgr.B02267.1,230,311,207,408,324,364,341,300,451
Eucgr.B01223.1,0,1,0,0,0,0,0,0,0
Eucgr.B01574.1,594,775,687,862,588,802,549,419,556
Eucgr.B02156.1,0,10,3,28,18,28,17,4,23
Eucgr.B03686.1,4,3,5,13,4,9,6,2,1
Eucgr.B03926.1,2,0,1,1,1,2,0,1,0
Eucgr.B03991.1,0,0,0,0,0,0,0,0,0
Eucgr.B03309.1,1172,1287,1264,2630,1895,2877,2265,2417,2034
Eucgr.B03200.1,251,262,292,252,290,299,359,368,407
Eucgr.L00257.1,0,0,0,0,0,0,0,0,0
Eucgr.B01845.1,0,0,0,0,0,0,0,0,1
Eucgr.B00624.1,119,123,91,102,69,94,190,117,220
Eucgr.B01731.1,0,0,0,34,25,22,0,7,7
Eucgr.B02075.1,1866,2391,2406,2052,1986,2201,2196,2023,2367
Eucgr.B03551.1,2862,3212,3091,3517,2595,3694,3551,3862,4189
Eucgr.B02930.1,3,8,0,9,10,22,0,10,1
Eucgr.B01437.1,0,0,0,0,0,0,0,0,0
Eucgr.B02470.1,0,113,1,198,145,159,74,224,176
Eucgr.B01027.1,18,53,25,46,63,79,111,77,41
Eucgr.B04010.1,1775,2287,1974,3600,3041,3302,1860,2957,1700
Eucgr.B00343.1,417,728,480,756,570,721,685,731,789
Eucgr.B00286.1,6,1,4,2,6,8,2,5,4
Eucgr.B00123.1,3,4,3,21,18,28,14,4,19
Eucgr.L00808.1,1,1,0,62,43,45,124,2,13
Eucgr.L00805.1,15,17,17,12,3,7,17,3,1
Eucgr.L00810.1,12,14,17,33,42,39,56,1,5
Eucgr.L00804.1,75,82,87,67,29,74,65,19,33
Eucgr.L00809.1,7,15,9,111,73,97,97,0,35
Eucgr.L00800.1,156,101,164,121,69,82,73,227,124
Eucgr.L00803.1,218,109,322,0,17,0,37,1,3
Eucgr.L00806.1,0,5,0,2,0,0,0,0,0
Eucgr.L00967.1,0,0,0,0,0,0,0,0,0
Eucgr.L00968.1,1,1,3,13,9,2,6,22,6
Eucgr.L00973.1,62,45,71,15,18,18,62,44,47
Eucgr.L00965.1,0,0,0,0,0,0,0,0,0
Eucgr.L00970.1,229,97,228,343,207,247,13,57,3
Eucgr.L01784.1,0,0,0,0,0,0,0,0,0
Eucgr.L02202.1,18,4,14,1,2,8,12,10,8
Eucgr.L02201.1,5,0,0,2,1,0,2,3,5
Eucgr.L03455.1,0,0,0,0,0,0,0,0,0
Eucgr.L03316.1,0,0,0,0,0,0,0,0,0
Eucgr.L03225.1,0,0,0,0,0,0,0,0,0
Eucgr.L03532.1,5,58,22,18,7,23,45,36,0
Eucgr.L03723.1,0,0,0,0,0,0,0,0,0
Eucgr.L02979.1,8,9,2,8,4,5,2,1,6
Eucgr.L03176.1,388,18,302,51,52,80,38,44,48
Eucgr.L00370.1,0,0,0,1,0,0,1,0,2
Eucgr.L00375.1,0,0,2,1,0,1,2,0,0
Eucgr.L00369.1,188,391,238,440,271,344,492,268,222
Eucgr.L00371.1,0,0,0,0,0,0,0,0,0
Eucgr.L00378.1,0,0,0,0,0,0,0,0,0
Eucgr.L00381.1,48,5,21,8,13,14,32,33,78
Eucgr.L02290.1,0,0,0,2,2,3,0,4,0
Eucgr.L02966.1,98,141,102,137,126,160,234,156,232
Eucgr.L03536.1,21,20,22,0,0,0,24,0,0
Eucgr.L03706.1,0,0,0,0,0,0,0,0,0
Eucgr.L00759.1,0,0,0,0,0,0,0,0,0
Eucgr.L03396.1,76,138,92,108,91,156,116,228,144
Eucgr.L01673.1,294,386,177,2,54,7,2116,3419,1137
Eucgr.L03647.1,2,6,2,18,11,9,2,14,1
Eucgr.L02124.1,4,0,4,2,1,10,5,31,23
Eucgr.L03043.1,33,25,17,8,14,10,104,22,33
Eucgr.L03044.1,23,11,24,2,10,8,35,29,106
Eucgr.L01746.1,0,0,0,0,0,0,0,0,0
Eucgr.L01745.1,4,29,0,4,18,28,4,1,0
Eucgr.L01748.1,0,0,0,0,0,0,0,0,0
Eucgr.L01744.1,5,2,2,5,3,0,0,0,0
Eucgr.L01741.1,0,0,0,0,0,0,0,0,0
Eucgr.L01747.1,0,0,0,0,0,0,0,0,0
Eucgr.L03260.1,0,0,0,0,0,0,0,0,0
Eucgr.L02764.1,0,0,0,0,0,1,1,4,0
Eucgr.L00817.1,52,26,64,20,21,28,39,110,25
Eucgr.L00816.1,72,39,60,151,104,131,86,65,90
Eucgr.L03110.1,123,30,77,16,34,20,23,21,50
Eucgr.L01434.1,0,0,0,0,0,0,1,0,0
Eucgr.L01435.1,0,0,0,0,0,0,0,0,0
Eucgr.L02882.1,0,0,0,0,0,0,0,0,0
Eucgr.L02260.1,0,1,0,0,0,0,1,0,0
Eucgr.L02006.1,59,284,80,80,43,59,233,136,102
Eucgr.L02005.1,0,0,0,1,0,0,0,0,0
Eucgr.L03551.1,6,0,1,4,3,4,5,0,0
Eucgr.L02388.1,0,0,0,0,0,0,0,0,0
Eucgr.L02389.1,0,0,0,0,0,0,1,0,0
Eucgr.L02387.1,1,0,0,5,5,12,3,10,0
Eucgr.L03464.1,1,10,4,5,5,11,0,0,0
Eucgr.L03519.1,0,0,0,0,0,0,0,0,0
Eucgr.L02737.1,0,0,0,0,0,0,0,0,0
Eucgr.L03586.1,0,0,0,0,0,1,0,0,0
Eucgr.L01902.1,792,1681,843,459,387,288,125,134,163
Eucgr.L03398.1,1,0,0,0,0,1,0,0,0
Eucgr.L01006.1,0,7,0,2,0,3,1,0,1
Eucgr.L01003.1,72,38,64,116,45,96,106,67,102
Eucgr.L01005.1,0,0,0,0,1,0,0,0,0
Eucgr.L01004.1,211,269,231,839,396,597,216,216,268
Eucgr.L02316.1,0,0,0,0,0,0,0,0,0
Eucgr.L01615.1,6,0,3,0,1,0,26,8,3
Eucgr.L02606.1,25,39,12,12,6,19,7,11,48
Eucgr.L01891.1,13,4,6,46,71,39,6,21,76
Eucgr.L03454.1,0,0,0,0,0,0,0,0,0
Eucgr.L02204.1,1,0,0,0,0,0,1,0,9
Eucgr.L02974.1,21,7,15,2,1,0,5,27,27
Eucgr.L02790.1,0,0,0,0,0,0,0,0,0
Eucgr.L02791.1,77,103,100,143,92,136,61,26,69
Eucgr.L02294.1,0,0,0,6,5,1,16,0,0
Eucgr.L03753.1,0,0,0,0,0,0,0,0,0
Eucgr.L01873.1,0,0,0,0,0,0,0,0,0
Eucgr.L00211.1,5,3,0,5,2,7,6,0,2
Eucgr.L00174.1,0,0,0,0,0,0,0,0,0
Eucgr.L00181.1,0,0,0,0,0,0,0,0,0
Eucgr.L00192.1,0,0,0,0,0,0,0,0,0
Eucgr.L00182.1,4,6,5,6,3,7,6,0,1
Eucgr.L00218.1,0,0,0,0,0,0,0,0,0
Eucgr.L00193.1,0,0,0,4,4,2,1,5,0
Eucgr.L00189.1,0,0,0,1,0,1,0,0,0
Eucgr.L00183.1,0,1,0,8,0,6,0,4,0
Eucgr.L00204.1,9,1,3,0,0,0,65,0,8
Eucgr.L00213.1,0,0,0,0,0,0,0,0,0
Eucgr.L00172.1,0,0,0,0,0,0,0,0,0
Eucgr.L00187.1,0,0,0,0,0,0,0,0,0
Eucgr.L00195.1,8,6,5,8,5,8,11,3,7
Eucgr.L00180.1,11,14,12,31,14,34,20,6,18
Eucgr.L00202.1,0,0,0,0,0,0,0,0,0
Eucgr.L00173.1,0,0,0,0,0,0,0,0,0
Eucgr.L00178.1,0,0,0,0,0,0,0,0,0
Eucgr.L00207.1,0,0,0,0,0,0,1,0,0
Eucgr.L00198.1,5,1,1,4,3,10,7,6,4
Eucgr.L00223.1,0,0,0,0,0,0,0,0,0
Eucgr.L00214.1,0,0,0,0,0,0,0,0,0
Eucgr.L00200.1,0,0,0,1,2,0,0,1,3
Eucgr.L00190.1,2,0,0,0,0,0,1,0,0
Eucgr.L00219.1,0,0,0,0,0,0,0,0,0
Eucgr.L00175.1,0,0,0,7,11,5,0,0,0
Eucgr.L00194.1,0,2,0,4,0,0,2,0,0
Eucgr.L00196.1,0,0,0,0,1,0,1,1,0
Eucgr.L00201.1,0,0,0,0,0,0,0,0,0
Eucgr.L00221.1,0,0,0,0,0,3,2,2,0
Eucgr.L02287.1,0,0,0,0,0,0,0,0,0
Eucgr.L03227.1,0,0,0,1,3,1,4,8,0
Eucgr.L03713.1,6,2,6,1,0,0,5,1,0
Eucgr.L02850.1,7,0,1,0,0,0,2,0,0
Eucgr.L01111.1,11,22,28,9,3,6,24,7,8
Eucgr.L01107.1,2,4,2,1,2,3,1,0,0
Eucgr.L01108.1,2,0,2,0,0,0,0,0,0
Eucgr.L01106.1,0,0,0,0,0,0,0,0,0
Eucgr.L01112.1,44,41,56,94,79,123,101,88,26
Eucgr.L01109.1,77,22,103,10,5,12,9,40,16
Eucgr.L03226.1,0,0,0,0,0,0,0,0,0
Eucgr.L03488.1,0,0,0,0,0,0,0,0,0
Eucgr.L03498.1,0,0,1,0,0,0,0,0,60
Eucgr.L01964.1,0,0,0,0,0,0,0,7,0
Eucgr.L01446.1,2,36,0,67,50,65,70,125,106
Eucgr.L03092.1,0,0,0,0,0,1,0,0,8
Eucgr.L03354.1,16,2,18,3,0,4,2,3,0
Eucgr.L02969.1,3,6,6,10,5,8,2,2,0
Eucgr.L02879.1,0,0,0,0,0,0,0,5,2
Eucgr.L02754.1,11,65,10,23,15,11,11,18,11
Eucgr.L03524.1,193,164,189,167,147,202,81,452,679
Eucgr.L03696.1,1,0,1,1,4,13,0,2,6
Eucgr.L03287.1,0,0,0,0,0,0,0,0,0
Eucgr.L03415.1,1,1,0,23,6,10,2,15,88
Eucgr.L02518.1,4,4,7,41,32,32,35,51,34
Eucgr.L02519.1,0,0,0,0,0,0,0,0,0
Eucgr.L03621.1,14,32,10,11,6,6,27,22,7
Eucgr.L02508.1,6,73,8,14,5,20,42,33,17
Eucgr.L02507.1,73,11,50,21,111,64,120,91,297
Eucgr.L02955.1,0,1,0,5,8,3,17,11,0
Eucgr.L01806.1,0,1,0,1,0,0,2,1,1
Eucgr.L01804.1,0,0,1,12,28,35,4,17,1
Eucgr.L01805.1,1,2,0,3,10,9,0,9,2
Eucgr.L03452.1,0,0,0,0,0,0,0,0,0
Eucgr.L02130.1,5,0,1,0,0,0,0,4,10
Eucgr.L02713.1,0,0,0,0,0,0,0,0,0
Eucgr.L02712.1,0,12,2,0,1,0,0,0,0
Eucgr.L02714.1,21,27,36,61,62,109,27,78,62
Eucgr.L02715.1,87,118,89,3,7,13,50,74,24
Eucgr.L03554.1,31,3,24,2,2,2,4,28,22
Eucgr.L02049.1,82,1,73,81,56,76,1,0,0
Eucgr.L02048.1,0,0,0,0,0,0,0,0,0
Eucgr.L02932.1,0,0,1,0,0,0,0,1,14
Eucgr.L02638.1,0,0,0,0,0,0,0,0,0
Eucgr.L02114.1,0,0,0,0,0,0,0,0,0
Eucgr.L02111.1,0,0,0,0,0,0,0,0,0
Eucgr.L02112.1,4,1,33,1,6,3,4,5,3
Eucgr.L02242.1,0,0,0,0,0,0,0,0,0
Eucgr.L02099.1,0,0,1,1,0,0,3,12,7
Eucgr.L02101.1,1,0,1,3,5,3,3,12,33
Eucgr.L02100.1,8,6,11,10,6,18,3,8,5
Eucgr.L02612.1,2,14,3,54,24,63,21,88,2
Eucgr.L01861.1,93,82,78,99,61,125,79,59,79
Eucgr.L01859.1,7,79,8,9,8,14,1,7,9
Eucgr.L01860.1,4,19,6,45,46,36,12,2,59
Eucgr.L01863.1,13,0,7,0,0,0,0,0,0
Eucgr.L01645.1,0,0,0,0,0,0,0,0,0
Eucgr.L01646.1,2,4,1,0,0,0,0,0,8
Eucgr.L01648.1,0,0,0,0,0,0,0,0,0
Eucgr.L02127.1,0,0,1,0,0,0,0,0,0
Eucgr.L02128.1,1,2,4,0,0,0,8,7,24
Eucgr.L02129.1,1,0,0,0,0,1,0,1,0
Eucgr.L03458.1,1,0,0,1,0,2,6,0,0
Eucgr.L02187.1,78,91,65,22,29,22,67,140,131
Eucgr.L02186.1,0,2,0,19,15,32,70,132,157
Eucgr.L02601.1,0,0,0,0,0,0,0,0,0
Eucgr.L03738.1,0,223,0,0,0,0,82,0,87
Eucgr.L01232.1,127,7,94,6,2,2,144,97,139
Eucgr.L01231.1,43,136,30,122,82,103,239,136,104
Eucgr.L01233.1,0,0,0,0,0,0,0,0,0
Eucgr.L02942.1,1187,1820,1479,2264,1557,1892,682,765,883
Eucgr.L02145.1,79,132,78,0,0,0,100,26,3
Eucgr.L02144.1,685,912,604,690,459,697,1261,1050,1296
Eucgr.L03211.1,0,0,0,0,0,0,0,0,0
Eucgr.L00453.1,0,3,0,0,0,0,0,0,0
Eucgr.L00455.1,2,3,4,6,0,1,0,0,8
Eucgr.L00437.1,0,0,0,0,0,0,0,0,0
Eucgr.L00448.1,0,0,0,0,0,0,0,0,0
Eucgr.L00446.1,0,0,0,0,0,0,0,0,0
Eucgr.L00447.1,0,0,0,0,0,0,0,0,0
Eucgr.L00439.1,0,0,0,0,0,0,0,0,0
Eucgr.L00452.1,0,4,0,0,0,0,0,0,0
Eucgr.L00459.1,0,0,0,0,0,0,0,0,0
Eucgr.L00436.1,0,0,0,0,0,0,0,0,0
Eucgr.L00451.1,0,0,0,0,0,0,0,0,0
Eucgr.L00462.1,0,0,0,0,0,0,0,0,0
Eucgr.L00434.1,0,5,3,2,1,0,0,0,7
Eucgr.L00445.1,0,0,0,0,0,0,0,0,0
Eucgr.L03418.1,29,10,31,37,32,34,24,36,19
Eucgr.L02648.1,753,1083,968,592,523,663,49,157,92
Eucgr.L02973.1,0,0,0,0,0,0,0,0,0
Eucgr.L02824.1,0,0,0,0,1,0,0,0,0
Eucgr.L02780.1,7,9,3,5,6,7,7,7,8
Eucgr.L03048.1,0,1,2,2,0,0,0,1,0
Eucgr.L02163.1,22,62,39,119,55,123,190,131,66
Eucgr.L02165.1,0,0,0,0,0,0,0,0,0
Eucgr.L01874.1,133,462,221,224,161,207,313,369,917
Eucgr.L02655.1,0,0,0,0,0,0,0,0,0
Eucgr.L01537.1,0,8,0,27,176,75,1238,764,389
Eucgr.L01536.1,24,0,17,12,17,39,425,316,1
Eucgr.L03147.1,0,0,0,0,0,0,0,0,0
Eucgr.L02390.1,1,3,0,0,0,0,1,0,0
Eucgr.L01632.1,0,0,0,0,0,0,0,0,0
Eucgr.L01630.1,2,6,5,0,0,0,0,47,57
Eucgr.L01631.1,13,0,8,3,24,15,0,0,1
Eucgr.L03139.1,0,0,0,0,0,0,0,0,0
Eucgr.I00478.1,10,59,10,1,5,4,17,0,15
Eucgr.I01715.1,401,253,410,114,378,193,159,173,209
Eucgr.I01755.1,350,927,596,3753,2643,4608,50,98,187
Eucgr.I00961.1,0,1,0,2,3,7,0,6,0
Eucgr.I01226.1,7,0,11,5,7,1,36,3,3
Eucgr.I02085.1,1205,2489,1417,2883,2141,2531,906,1045,1292
Eucgr.L00520.1,0,0,0,0,0,0,0,0,0
Eucgr.I01960.1,0,2,3,2,0,2,0,0,3
Eucgr.I00174.1,3,1,2,0,1,1,6,0,3
Eucgr.I01602.1,36,51,41,60,37,39,48,65,62
Eucgr.I02099.1,0,0,0,0,0,0,0,2,1
Eucgr.I01736.1,10,7,2,1,6,2,17,15,68
Eucgr.I00319.1,4569,4090,3851,4073,3333,4447,6469,5061,6445
Eucgr.I01956.1,0,0,0,0,0,0,0,0,0
Eucgr.I01825.1,140,141,82,290,397,463,312,233,192
Eucgr.I01242.1,24,136,44,31,33,29,18,20,10
Eucgr.I01313.1,72,231,103,73,68,84,50,72,62
Eucgr.I01133.1,1173,1498,1624,2521,2073,2910,2094,2629,2323
Eucgr.I01810.1,4,0,8,14,8,28,8,47,45
Eucgr.I02722.1,27,15,13,20,13,25,12,12,17
Eucgr.I01167.1,55,49,51,57,64,58,28,37,55
Eucgr.I02564.1,8,17,11,45,43,57,28,54,41
Eucgr.I01221.1,1,58,2,46,82,45,3,0,0
Eucgr.I00951.1,0,0,0,0,0,0,0,0,0
Eucgr.I00138.1,0,0,0,0,0,1,0,0,0
Eucgr.I00112.1,1590,2548,1823,2846,1816,2655,1836,1796,1765
Eucgr.I00728.1,4120,3903,4172,4111,3234,4185,3311,2480,3402
Eucgr.I02066.1,9,11,28,12,12,20,7,18,15
Eucgr.I00305.1,15,23,18,16,12,21,21,37,43
Eucgr.I01935.1,0,1,3,6,2,6,2,0,6
Eucgr.I00721.1,123,105,106,92,82,106,131,110,182
Eucgr.I01432.1,919,1264,1164,1244,930,1247,1149,1446,1963
Eucgr.I01426.1,166,289,173,191,137,195,205,244,243
Eucgr.I01349.1,0,0,0,0,0,0,0,0,0
Eucgr.I01005.1,682,182,568,887,801,744,114,386,82
Eucgr.I00634.1,0,0,0,0,0,0,0,0,0
Eucgr.I02364.1,2746,2296,2396,683,634,1072,10374,9914,10146
Eucgr.I01479.1,909,682,664,359,445,460,1071,1362,1031
Eucgr.I01342.1,0,0,0,0,0,0,0,0,0
Eucgr.I02050.1,0,0,0,0,0,0,3,0,0
Eucgr.I02711.1,231,329,211,228,205,294,288,234,297
Eucgr.I01994.1,143,143,121,129,124,137,211,226,191
Eucgr.I02300.1,12,12,22,19,25,17,3,2,33
Eucgr.I01839.1,7,12,7,3,4,3,9,4,1
Eucgr.I02069.1,726,1021,885,848,638,826,700,700,846
Eucgr.I02133.1,861,495,639,111,173,105,404,500,503
Eucgr.I01609.1,21,12,11,194,190,190,91,81,74
Eucgr.I01913.1,944,1335,1134,1135,974,1344,1186,1289,1302
Eucgr.I02136.1,150,165,100,67,107,46,9,28,30
Eucgr.I02177.1,217,1248,455,1360,826,2044,136,193,197
Eucgr.I01439.1,0,0,3,0,1,6,2,3,7
Eucgr.I01848.1,0,0,0,0,0,0,0,0,0
Eucgr.I02717.1,0,0,5,0,0,0,1,0,0
Eucgr.I00420.1,0,0,0,0,0,0,0,0,0
Eucgr.I00704.1,442,350,485,265,219,404,491,608,809
Eucgr.I01434.1,1116,1721,1499,2083,1500,1909,1183,919,1338
Eucgr.I01419.1,129,358,185,285,257,318,94,127,63
Eucgr.I00693.1,268,462,263,213,149,329,373,242,278
Eucgr.I01366.1,2840,1867,2399,1940,2000,2154,2651,2195,2613
Eucgr.I01121.1,0,0,0,0,0,0,0,0,0
Eucgr.I01981.1,2,1,2,0,2,3,1,0,0
Eucgr.I00610.1,10,6,10,4,7,2,29,5,5
Eucgr.I02023.1,3306,6015,4722,8236,5684,7885,4344,4186,4814
Eucgr.I01466.1,1340,2147,1656,2116,1435,1741,872,840,970
Eucgr.I01808.1,361,496,261,99,219,372,1445,622,827
Eucgr.I01920.1,2201,2985,2227,3457,2438,3265,2370,1857,2471
Eucgr.I02444.1,306,284,318,132,135,121,254,337,276
Eucgr.I02669.1,35,36,26,50,29,45,27,30,24
Eucgr.I01923.1,0,0,0,0,0,0,0,0,0
Eucgr.I01947.1,390,1274,563,761,685,651,1577,1066,1299
Eucgr.I00357.1,8,14,8,18,11,6,4,0,10
Eucgr.I00211.1,9,0,4,2,1,2,20,6,0
Eucgr.I02237.1,0,0,0,0,0,0,0,0,0
Eucgr.I01946.1,91,145,121,198,136,184,177,186,179
Eucgr.I02010.1,664,1148,815,1055,772,831,514,483,624
Eucgr.I02091.1,631,893,633,672,564,776,562,488,624
Eucgr.I02577.1,70,61,44,43,23,15,14,4,5
Eucgr.I00558.1,274,500,275,404,257,351,351,385,468
Eucgr.I01501.1,0,0,0,0,0,0,0,0,0
Eucgr.I00427.1,0,0,0,1,0,3,2,0,0
Eucgr.I01775.1,3332,3453,3386,4370,3673,4319,2841,2632,3288
Eucgr.I00050.1,44,21,101,87,86,98,86,61,223
Eucgr.I02429.1,0,0,0,0,0,0,0,0,0
Eucgr.I00002.1,0,0,0,0,0,0,0,0,0
Eucgr.I00992.1,0,0,0,0,0,0,0,0,0
Eucgr.I01858.1,0,0,0,0,0,0,0,0,0
Eucgr.I00821.1,0,0,0,0,0,0,0,0,0
Eucgr.I01425.1,0,2,0,2,2,0,0,27,4
Eucgr.I00108.1,2373,2195,2159,392,334,442,114,204,158
Eucgr.I00566.1,204,55,142,41,312,73,1232,570,512
Eucgr.I01061.1,0,0,0,0,0,0,0,0,0
Eucgr.I02337.1,326,416,376,426,308,400,369,438,529
Eucgr.I00381.1,162,58,74,36,182,134,69,187,232
Eucgr.I02271.1,58738,187069,133296,43542,42931,41750,73196,29903,664
Eucgr.I02208.1,0,0,0,0,0,0,0,0,0
Eucgr.I00792.1,0,0,1,0,0,0,0,0,39
Eucgr.I00285.1,34,36,26,12,17,28,48,53,53
Eucgr.I00694.1,358,383,411,955,548,813,230,164,338
Eucgr.I00440.1,470,707,523,865,612,822,496,386,499
Eucgr.I00668.1,7,20,18,29,13,31,20,42,107
Eucgr.I00106.1,1,5,4,0,0,0,0,3,0
Eucgr.I00893.1,214,242,192,231,204,223,321,262,354
Eucgr.I00962.1,53,79,46,60,67,54,119,37,14
Eucgr.I00904.1,9,0,14,20,26,31,25,19,56
Eucgr.I00718.1,14,3,6,3,1,0,7,5,3
Eucgr.I00377.1,472,589,425,477,385,535,494,496,473
Eucgr.I01518.1,2,0,2,0,4,4,0,0,0
Eucgr.I01486.1,1,0,0,0,0,0,1,3,1
Eucgr.I01321.1,0,1,0,0,1,3,0,0,3
Eucgr.I01364.1,0,0,0,0,0,0,0,0,0
Eucgr.I01516.1,2024,2859,2413,3174,2227,3139,2117,2118,2252
Eucgr.I00851.1,15,9,21,1,0,0,65,95,0
Eucgr.I02298.1,853,1105,738,557,472,621,863,685,764
Eucgr.I00190.1,30,0,8,2,7,0,65,82,95
Eucgr.I00187.1,136,194,135,105,113,144,130,126,148
Eucgr.I02506.1,0,0,0,0,0,0,0,0,0
Eucgr.I00844.1,308,855,397,815,712,1216,536,1111,713
Eucgr.I01629.1,8,4,4,6,8,5,5,5,11
Eucgr.I00679.1,0,0,0,0,0,0,0,0,0
